"MAPPING — MASTER DATA (Model, Brand, Size, HS Code da co san)",,,,,,,,,
"  Day la MASTER DATA chinh: VBA doc Size/HS Code/Ma noi bo TRUC TIEP tu day theo key MODEL+BRAND.
  Neu mot Model+Brand MOI chua co trong danh sach, VBA se TU TINH du phong va canh bao ban bo sung.
  CHI THEM DONG MOI khi co Model+Brand thuc su chua ton tai (khong sua Size/HS Code cua dong co san tru khi chac chan).",,,,,,,,,
#,MODEL,BRAND,DESCRIPTION (English),INTERNAL CODE,SIZE (CM),HS CODE,TEN HANG (VN),SO LO,PCS/CTN
153,RECMF-8330,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8330,CR.BR.033.TA,83.8,401032,TAKA r?ng B33,,80
154,RECMF-8340,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8340,CR.BR.034.TA,86.4,401032,TAKA r?ng B34,,80
155,RECMF-8350,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8350,CR.BR.035.TA,88.9,401032,TAKA r?ng B35,,75
156,RECMF-8360,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8360,CR.BR.036.TA,91.4,401032,TAKA r?ng B36,,75
157,RECMF-8370,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8370,CR.BR.037.TA,94,401032,TAKA r?ng B37,,75
158,RECMF-8380,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8380,CR.BR.038.TA,96.5,401032,TAKA r?ng B38,,75
159,RECMF-8390,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8390,CR.BR.039.TA,99.1,401032,TAKA r?ng B39,,75
160,RECMF-8400,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8400,CR.BR.040.TA,101.6,401032,TAKA r?ng B40,,75
161,RECMF-8410,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8410,CR.BR.041.TA,104.1,401032,TAKA r?ng B41,,75
162,RECMF-8420,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8420,CR.BR.042.TA,106.7,401032,TAKA r?ng B42,,75
163,RECMF-8430,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8430,CR.BR.043.TA,109.2,401032,TAKA r?ng B43,,75
164,RECMF-8440,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8440,CR.BR.044.TA,111.8,401032,TAKA r?ng B44,,75
165,RECMF-8450,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8450,CR.BR.045.TA,114.3,401032,TAKA r?ng B45,,75
166,RECMF-8460,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8460,CR.BR.046.TA,116.8,401032,TAKA r?ng B46,,70
167,RECMF-8470,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8470,CR.BR.047.TA,119.4,401032,TAKA r?ng B47,,70
168,RECMF-8480,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8480,CR.BR.048.TA,121.9,401032,TAKA r?ng B48,,70
169,RECMF-8490,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8490,CR.BR.049.TA,124.5,401032,TAKA r?ng B49,,70
170,RECMF-8500,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8500,CR.BR.050.TA,127,401032,TAKA r?ng B50,,70
171,RECMF-8510,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8510,CR.BR.051.TA,129.5,401032,TAKA r?ng B51,,65
172,RECMF-8520,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8520,CR.BR.052.TA,132.1,401032,TAKA r?ng B52,,65
173,RECMF-8530,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8530,CR.BR.053.TA,134.6,401032,TAKA r?ng B53,,65
174,RECMF-8540,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8540,CR.BR.054.TA,137.2,401032,TAKA r?ng B54,,65
175,RECMF-8550,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8550,CR.BR.055.TA,139.7,401032,TAKA r?ng B55,,65
176,RECMF-8560,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8560,CR.BR.056.TA,142.2,401032,TAKA r?ng B56,,60
177,RECMF-8570,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8570,CR.BR.057.TA,144.8,401032,TAKA r?ng B57,,60
178,RECMF-8580,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8580,CR.BR.058.TA,147.3,401032,TAKA r?ng B58,,60
179,RECMF-8590,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8590,CR.BR.059.TA,149.9,401032,TAKA r?ng B59,,60
180,RECMF-8600,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8600,CR.BR.060.TA,152.4,401032,TAKA r?ng B60,,55
181,RECMF-8610,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8610,CR.BR.061.TA,154.9,401032,TAKA r?ng B61,,55
182,RECMF-8620,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8620,CR.BR.062.TA,157.5,401032,TAKA r?ng B62,,55
183,RECMF-8630,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8630,CR.BR.063.TA,160,401032,TAKA r?ng B63,,55
184,RECMF-8640,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8640,CR.BR.064.TA,162.6,401032,TAKA r?ng B64,,55
185,RECMF-8650,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8650,CR.BR.065.TA,165.1,401032,TAKA r?ng B65,,55
186,RECMF-8660,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8660,CR.BR.066.TA,167.6,401032,TAKA r?ng B66,,55
187,RECMF-8670,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8670,CR.BR.067.TA,170.2,401032,TAKA r?ng B67,,55
188,RECMF-8680,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8680,CR.BR.068.TA,172.7,401032,TAKA r?ng B68,,55
189,RECMF-8690,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8690,CR.BR.069.TA,175.3,401032,TAKA r?ng B69,,55
190,RECMF-8700,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8700,CR.BR.070.TA,177.8,401032,TAKA r?ng B70,,50
191,RECMF-8710,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8710,CR.BR.071.TA,180.3,401034,TAKA r?ng B71,,50
192,RECMF-8720,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8720,CR.BR.072.TA,182.9,401034,TAKA r?ng B72,,50
193,RECMF-8730,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8730,CR.BR.073.TA,185.4,401034,TAKA r?ng B73,,50
194,RECMF-8740,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8740,CR.BR.074.TA,188,401034,TAKA r?ng B74,,50
195,RECMF-8750,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8750,CR.BR.075.TA,190.5,401034,TAKA r?ng B75,,50
196,RECMF-8760,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8760,CR.BR.076.TA,193,401034,TAKA r?ng B76,,50
197,RECMF-8770,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8770,CR.BR.077.TA,195.6,401034,TAKA r?ng B77,,50
198,RECMF-8780,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8780,CR.BR.078.TA,198.1,401034,TAKA r?ng B78,,50
199,RECMF-8790,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8790,CR.BR.079.TA,200.7,401034,TAKA r?ng B79,,50
200,RECMF-8800,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8800,CR.BR.080.TA,203.2,401034,TAKA r?ng B80,,45
201,RECMF-8810,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8810,CR.BR.081.TA,205.7,401034,TAKA r?ng B81,,45
202,RECMF-8820,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8820,CR.BR.082.TA,208.3,401034,TAKA r?ng B82,,45
203,RECMF-8830,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8830,CR.BR.083.TA,210.8,401034,TAKA r?ng B83,,45
204,RECMF-8840,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8840,CR.BR.084.TA,213.4,401034,TAKA r?ng B84,,45
205,RECMF-8850,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8850,CR.BR.085.TA,215.9,401034,TAKA r?ng B85,,45
206,RECMF-8860,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8860,CR.BR.086.TA,218.4,401034,TAKA r?ng B86,,45
207,RECMF-8870,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8870,CR.BR.087.TA,221,401034,TAKA r?ng B87,,45
208,RECMF-8880,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8880,CR.BR.088.TA,223.5,401034,TAKA r?ng B88,,45
209,RECMF-8890,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8890,CR.BR.089.TA,226.1,401034,TAKA r?ng B89,,45
210,RECMF-8900,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8900,CR.BR.090.TA,228.6,401034,TAKA r?ng B90,,45
211,RECMF-8910,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8910,CR.BR.091.TA,231.1,401034,TAKA r?ng B91,,40
212,RECMF-8920,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8920,CR.BR.092.TA,233.7,401034,TAKA r?ng B92,,40
213,RECMF-8930,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8930,CR.BR.093.TA,236.2,401034,TAKA r?ng B93,,40
214,RECMF-8940,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8940,CR.BR.094.TA,238.8,401034,TAKA r?ng B94,,40
215,RECMF-8950,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8950,CR.BR.095.TA,241.3,401039,TAKA r?ng B95,,30
216,RECMF-8960,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8960,CR.BR.096.TA,243.8,401039,TAKA r?ng B96,,30
217,RECMF-8970,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8970,CR.BR.097.TA,246.4,401039,TAKA r?ng B97,,30
218,RECMF-8980,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8980,CR.BR.098.TA,248.9,401039,TAKA r?ng B98,,30
219,RECMF-8990,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-8990,CR.BR.099.TA,251.5,401039,TAKA r?ng B99,,30
220,RECMF-1250,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1250,CR.FMR.025.TA,63.5,401032,TAKA r?ng FM25,,220
221,RECMF-1260,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1260,CR.FMR.026.TA,66,401032,TAKA r?ng FM26,,220
222,RECMF-1270,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1270,CR.FMR.027.TA,68.6,401032,TAKA r?ng FM27,,220
223,RECMF-1280,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1280,CR.FMR.028.TA,71.1,401032,TAKA r?ng FM28,,220
224,RECMF-1290,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1290,CR.FMR.029.TA,73.7,401032,TAKA r?ng FM29,,220
225,RECMF-1300,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1300,CR.FMR.030.TA,76.2,401032,TAKA r?ng FM30,,220
226,RECMF-1310,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1310,CR.FMR.031.TA,78.7,401032,TAKA r?ng FM31,,220
227,RECMF-1320,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1320,CR.FMR.032.TA,81.3,401032,TAKA r?ng FM32,,220
228,RECMF-1330,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1330,CR.FMR.033.TA,83.8,401032,TAKA r?ng FM33,,220
229,RECMF-1340,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1340,CR.FMR.034.TA,86.4,401032,TAKA r?ng FM34,,220
230,RECMF-1350,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1350,CR.FMR.035.TA,88.9,401032,TAKA r?ng FM35,,200
231,RECMF-1360,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1360,CR.FMR.036.TA,91.4,401032,TAKA r?ng FM36,,200
232,RECMF-1370,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1370,CR.FMR.037.TA,94,401032,TAKA r?ng FM37,,200
233,RECMF-1380,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1380,CR.FMR.038.TA,96.5,401032,TAKA r?ng FM38,,200
234,RECMF-1390,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1390,CR.FMR.039.TA,99.1,401032,TAKA r?ng FM39,,200
235,RECMF-1400,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1400,CR.FMR.040.TA,101.6,401032,TAKA r?ng FM40,,200
236,RECMF-1410,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1410,CR.FMR.041.TA,104.1,401032,TAKA r?ng FM41,,200
237,RECMF-1420,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1420,CR.FMR.042.TA,106.7,401032,TAKA r?ng FM42,,200
238,RECMF-1430,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1430,CR.FMR.043.TA,109.2,401032,TAKA r?ng FM43,,200
239,RECMF-1440,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1440,CR.FMR.044.TA,111.8,401032,TAKA r?ng FM44,,200
240,RECMF-1450,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1450,CR.FMR.045.TA,114.3,401032,TAKA r?ng FM45,,200
241,RECMF-1460,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1460,CR.FMR.046.TA,116.8,401032,TAKA r?ng FM46,,200
242,RECMF-1470,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1470,CR.FMR.047.TA,119.4,401032,TAKA r?ng FM47,,200
243,RECMF-1480,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1480,CR.FMR.048.TA,121.9,401032,TAKA r?ng FM48,,200
244,RECMF-1490,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1490,CR.FMR.049.TA,124.5,401032,TAKA r?ng FM49,,200
245,RECMF-1500,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1500,CR.FMR.050.TA,127,401032,TAKA r?ng FM50,,180
246,RECMF-1510,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1510,CR.FMR.051.TA,129.5,401032,TAKA r?ng FM51,,180
247,RECMF-1520,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1520,CR.FMR.052.TA,132.1,401032,TAKA r?ng FM52,,180
248,RECMF-1530,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1530,CR.FMR.053.TA,134.6,401032,TAKA r?ng FM53,,180
249,RECMF-1540,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1540,CR.FMR.054.TA,137.2,401032,TAKA r?ng FM54,,180
250,RECMF-1550,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1550,CR.FMR.055.TA,139.7,401032,TAKA r?ng FM55,,180
251,RECMF-1560,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1560,CR.FMR.056.TA,142.2,401032,TAKA r?ng FM56,,160
252,RECMF-1570,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1570,CR.FMR.057.TA,144.8,401032,TAKA r?ng FM57,,160
253,RECMF-1580,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1580,CR.FMR.058.TA,147.3,401032,TAKA r?ng FM58,,160
254,RECMF-1590,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1590,CR.FMR.059.TA,149.9,401032,TAKA r?ng FM59,,160
255,RECMF-1600,TAKA,Rubber Belt (V-Ribbed) TAKA RECMF-1600,CR.FMR.060.TA,152.4,401032,TAKA r?ng FM60,,160
256,A20,TAKA,Rubber V Belt TAKA A20,CR.AT.020.TA,50.8,401039,TAKA tr?n A20,,300
257,A21,TAKA,Rubber V Belt TAKA A21,CR.AT.021.TA,53.3,401039,TAKA tr?n A21,,300
258,A22,TAKA,Rubber V Belt TAKA A22,CR.AT.022.TA,55.9,401039,TAKA tr?n A22,,300
259,A23,TAKA,Rubber V Belt TAKA A23,CR.AT.023.TA,58.4,401039,TAKA tr?n A23,,300
260,A24,TAKA,Rubber V Belt TAKA A24,CR.AT.024.TA,61,401032,TAKA tr?n A24,,300
261,A25,TAKA,Rubber V Belt TAKA A25,CR.AT.025.TA,63.5,401032,TAKA tr?n A25,,300
262,A26,TAKA,Rubber V Belt TAKA A26,CR.AT.026.TA,66,401032,TAKA tr?n A26,,220
263,A27,TAKA,Rubber V Belt TAKA A27,CR.AT.027.TA,68.6,401032,TAKA tr?n A27,,220
264,A28,TAKA,Rubber V Belt TAKA A28,CR.AT.028.TA,71.1,401032,TAKA tr?n A28,,220
265,A29,TAKA,Rubber V Belt TAKA A29,CR.AT.029.TA,73.7,401032,TAKA tr?n A29,,220
266,A30,TAKA,Rubber V Belt TAKA A30,CR.AT.030.TA,76.2,401032,TAKA tr?n A30,,220
267,A31,TAKA,Rubber V Belt TAKA A31,CR.AT.031.TA,78.7,401032,TAKA tr?n A31,,220
268,A32,TAKA,Rubber V Belt TAKA A32,CR.AT.032.TA,81.3,401032,TAKA tr?n A32,,220
269,A33,TAKA,Rubber V Belt TAKA A33,CR.AT.033.TA,83.8,401032,TAKA tr?n A33,,220
270,A34,TAKA,Rubber V Belt TAKA A34,CR.AT.034.TA,86.4,401032,TAKA tr?n A34,,220
271,A35,TAKA,Rubber V Belt TAKA A35,CR.AT.035.TA,88.9,401032,TAKA tr?n A35,,200
272,A36,TAKA,Rubber V Belt TAKA A36,CR.AT.036.TA,91.4,401032,TAKA tr?n A36,,200
273,A37,TAKA,Rubber V Belt TAKA A37,CR.AT.037.TA,94,401032,TAKA tr?n A37,,200
274,A38,TAKA,Rubber V Belt TAKA A38,CR.AT.038.TA,96.5,401032,TAKA tr?n A38,,200
275,A39,TAKA,Rubber V Belt TAKA A39,CR.AT.039.TA,99.1,401032,TAKA tr?n A39,,200
276,A40,TAKA,Rubber V Belt TAKA A40,CR.AT.040.TA,101.6,401032,TAKA tr?n A40,,200
277,A41,TAKA,Rubber V Belt TAKA A41,CR.AT.041.TA,104.1,401032,TAKA tr?n A41,,200
278,A42,TAKA,Rubber V Belt TAKA A42,CR.AT.042.TA,106.7,401032,TAKA tr?n A42,,200
279,A43,TAKA,Rubber V Belt TAKA A43,CR.AT.043.TA,109.2,401032,TAKA tr?n A43,,200
280,A44,TAKA,Rubber V Belt TAKA A44,CR.AT.044.TA,111.8,401032,TAKA tr?n A44,,180
281,A45,TAKA,Rubber V Belt TAKA A45,CR.AT.045.TA,114.3,401032,TAKA tr?n A45,,180
282,A46,TAKA,Rubber V Belt TAKA A46,CR.AT.046.TA,116.8,401032,TAKA tr?n A46,,180
283,A47,TAKA,Rubber V Belt TAKA A47,CR.AT.047.TA,119.4,401032,TAKA tr?n A47,,180
284,A48,TAKA,Rubber V Belt TAKA A48,CR.AT.048.TA,121.9,401032,TAKA tr?n A48,,180
285,A49,TAKA,Rubber V Belt TAKA A49,CR.AT.049.TA,124.5,401032,TAKA tr?n A49,,180
286,A50,TAKA,Rubber V Belt TAKA A50,CR.AT.050.TA,127,401032,TAKA tr?n A50,,170
287,A51,TAKA,Rubber V Belt TAKA A51,CR.AT.051.TA,129.5,401032,TAKA tr?n A51,,170
288,A52,TAKA,Rubber V Belt TAKA A52,CR.AT.052.TA,132.1,401032,TAKA tr?n A52,,170
289,A53,TAKA,Rubber V Belt TAKA A53,CR.AT.053.TA,134.6,401032,TAKA tr?n A53,,170
290,A54,TAKA,Rubber V Belt TAKA A54,CR.AT.054.TA,137.2,401032,TAKA tr?n A54,,170
291,A55,TAKA,Rubber V Belt TAKA A55,CR.AT.055.TA,139.7,401032,TAKA tr?n A55,,130
292,A56,TAKA,Rubber V Belt TAKA A56,CR.AT.056.TA,142.2,401032,TAKA tr?n A56,,130
293,A57,TAKA,Rubber V Belt TAKA A57,CR.AT.057.TA,144.8,401032,TAKA tr?n A57,,130
294,A58,TAKA,Rubber V Belt TAKA A58,CR.AT.058.TA,147.3,401032,TAKA tr?n A58,,130
295,A59,TAKA,Rubber V Belt TAKA A59,CR.AT.059.TA,149.9,401032,TAKA tr?n A59,,130
296,A60,TAKA,Rubber V Belt TAKA A60,CR.AT.060.TA,152.4,401032,TAKA tr?n A60,,130
297,A61,TAKA,Rubber V Belt TAKA A61,CR.AT.061.TA,154.9,401032,TAKA tr?n A61,,130
298,A62,TAKA,Rubber V Belt TAKA A62,CR.AT.062.TA,157.5,401032,TAKA tr?n A62,,130
299,A63,TAKA,Rubber V Belt TAKA A63,CR.AT.063.TA,160,401032,TAKA tr?n A63,,130
300,A64,TAKA,Rubber V Belt TAKA A64,CR.AT.064.TA,162.6,401032,TAKA tr?n A64,,130
301,A65,TAKA,Rubber V Belt TAKA A65,CR.AT.065.TA,165.1,401032,TAKA tr?n A65,,130
302,A66,TAKA,Rubber V Belt TAKA A66,CR.AT.066.TA,167.6,401032,TAKA tr?n A66,,130
303,A67,TAKA,Rubber V Belt TAKA A67,CR.AT.067.TA,170.2,401032,TAKA tr?n A67,,130
304,A68,TAKA,Rubber V Belt TAKA A68,CR.AT.068.TA,172.7,401032,TAKA tr?n A68,,130
305,A69,TAKA,Rubber V Belt TAKA A69,CR.AT.069.TA,175.3,401032,TAKA tr?n A69,,110
306,A70,TAKA,Rubber V Belt TAKA A70,CR.AT.070.TA,177.8,401032,TAKA tr?n A70,,110
307,A71,TAKA,Rubber V Belt TAKA A71,CR.AT.071.TA,180.3,401034,TAKA tr?n A71,,110
308,A72,TAKA,Rubber V Belt TAKA A72,CR.AT.072.TA,182.9,401034,TAKA tr?n A72,,110
309,A73,TAKA,Rubber V Belt TAKA A73,CR.AT.073.TA,185.4,401034,TAKA tr?n A73,,110
310,A74,TAKA,Rubber V Belt TAKA A74,CR.AT.074.TA,188,401034,TAKA tr?n A74,,110
311,A75,TAKA,Rubber V Belt TAKA A75,CR.AT.075.TA,190.5,401034,TAKA tr?n A75,,110
312,A76,TAKA,Rubber V Belt TAKA A76,CR.AT.076.TA,193,401034,TAKA tr?n A76,,110
313,A77,TAKA,Rubber V Belt TAKA A77,CR.AT.077.TA,195.6,401034,TAKA tr?n A77,,110
314,A78,TAKA,Rubber V Belt TAKA A78,CR.AT.078.TA,198.1,401034,TAKA tr?n A78,,100
315,A79,TAKA,Rubber V Belt TAKA A79,CR.AT.079.TA,200.7,401034,TAKA tr?n A79,,100
316,A80,TAKA,Rubber V Belt TAKA A80,CR.AT.080.TA,203.2,401034,TAKA tr?n A80,,100
317,A81,TAKA,Rubber V Belt TAKA A81,CR.AT.081.TA,205.7,401034,TAKA tr?n A81,,100
318,A82,TAKA,Rubber V Belt TAKA A82,CR.AT.082.TA,208.3,401034,TAKA tr?n A82,,100
319,A83,TAKA,Rubber V Belt TAKA A83,CR.AT.083.TA,210.8,401034,TAKA tr?n A83,,100
320,A84,TAKA,Rubber V Belt TAKA A84,CR.AT.084.TA,213.4,401034,TAKA tr?n A84,,100
321,A85,TAKA,Rubber V Belt TAKA A85,CR.AT.085.TA,215.9,401034,TAKA tr?n A85,,100
322,A86,TAKA,Rubber V Belt TAKA A86,CR.AT.086.TA,218.4,401034,TAKA tr?n A86,,100
323,A87,TAKA,Rubber V Belt TAKA A87,CR.AT.087.TA,221,401034,TAKA tr?n A87,,100
324,A88,TAKA,Rubber V Belt TAKA A88,CR.AT.088.TA,223.5,401034,TAKA tr?n A88,,100
325,A89,TAKA,Rubber V Belt TAKA A89,CR.AT.089.TA,226.1,401034,TAKA tr?n A89,,100
326,A90,TAKA,Rubber V Belt TAKA A90,CR.AT.090.TA,228.6,401034,TAKA tr?n A90,,90
327,A91,TAKA,Rubber V Belt TAKA A91,CR.AT.091.TA,231.1,401034,TAKA tr?n A91,,90
328,A92,TAKA,Rubber V Belt TAKA A92,CR.AT.092.TA,233.7,401034,TAKA tr?n A92,,90
329,A93,TAKA,Rubber V Belt TAKA A93,CR.AT.093.TA,236.2,401034,TAKA tr?n A93,,90
330,A94,TAKA,Rubber V Belt TAKA A94,CR.AT.094.TA,238.8,401034,TAKA tr?n A94,,90
331,A95,TAKA,Rubber V Belt TAKA A95,CR.AT.095.TA,241.3,401039,TAKA tr?n A95,,90
332,A96,TAKA,Rubber V Belt TAKA A96,CR.AT.096.TA,243.8,401039,TAKA tr?n A96,,90
333,A97,TAKA,Rubber V Belt TAKA A97,CR.AT.097.TA,246.4,401039,TAKA tr?n A97,,90
334,A98,TAKA,Rubber V Belt TAKA A98,CR.AT.098.TA,248.9,401039,TAKA tr?n A98,,90
335,A99,TAKA,Rubber V Belt TAKA A99,CR.AT.099.TA,251.5,401039,TAKA tr?n A99,,90
336,B100,TAKA,Rubber V Belt TAKA B100,CR.BT.100.TA,254,401039,TAKA tr?n B100,,40
337,B101,TAKA,Rubber V Belt TAKA B101,CR.BT.101.TA,256.5,401039,TAKA tr?n B101,,40
338,B102,TAKA,Rubber V Belt TAKA B102,CR.BT.102.TA,259.1,401039,TAKA tr?n B102,,40
339,B103,TAKA,Rubber V Belt TAKA B103,CR.BT.103.TA,261.6,401039,TAKA tr?n B103,,40
340,B104,TAKA,Rubber V Belt TAKA B104,CR.BT.104.TA,264.2,401039,TAKA tr?n B104,,40
341,B105,TAKA,Rubber V Belt TAKA B105,CR.BT.105.TA,266.7,401039,TAKA tr?n B105,,40
342,B106,TAKA,Rubber V Belt TAKA B106,CR.BT.106.TA,269.2,401039,TAKA tr?n B106,,40
343,B107,TAKA,Rubber V Belt TAKA B107,CR.BT.107.TA,271.8,401039,TAKA tr?n B107,,40
344,B108,TAKA,Rubber V Belt TAKA B108,CR.BT.108.TA,274.3,401039,TAKA tr?n B108,,40
345,B109,TAKA,Rubber V Belt TAKA B109,CR.BT.109.TA,276.9,401039,TAKA tr?n B109,,40
346,B110,TAKA,Rubber V Belt TAKA B110,CR.BT.110.TA,279.4,401039,TAKA tr?n B110,,40
347,B111,TAKA,Rubber V Belt TAKA B111,CR.BT.111.TA,281.9,401039,TAKA tr?n B111,,40
348,B112,TAKA,Rubber V Belt TAKA B112,CR.BT.112.TA,284.5,401039,TAKA tr?n B112,,40
349,B113,TAKA,Rubber V Belt TAKA B113,CR.BT.113.TA,287,401039,TAKA tr?n B113,,40
350,B114,TAKA,Rubber V Belt TAKA B114,CR.BT.114.TA,289.6,401039,TAKA tr?n B114,,40
351,B115,TAKA,Rubber V Belt TAKA B115,CR.BT.115.TA,292.1,401039,TAKA tr?n B115,,40
352,B116,TAKA,Rubber V Belt TAKA B116,CR.BT.116.TA,294.6,401039,TAKA tr?n B116,,40
353,B117,TAKA,Rubber V Belt TAKA B117,CR.BT.117.TA,297.2,401039,TAKA tr?n B117,,40
354,B118,TAKA,Rubber V Belt TAKA B118,CR.BT.118.TA,299.7,401039,TAKA tr?n B118,,40
355,B119,TAKA,Rubber V Belt TAKA B119,CR.BT.119.TA,302.3,401039,TAKA tr?n B119,,40
356,B120,TAKA,Rubber V Belt TAKA B120,CR.BT.120.TA,304.8,401039,TAKA tr?n B120,,40
357,B121,TAKA,Rubber V Belt TAKA B121,CR.BT.121.TA,307.3,401039,TAKA tr?n B121,,40
358,B122,TAKA,Rubber V Belt TAKA B122,CR.BT.122.TA,309.9,401039,TAKA tr?n B122,,40
359,B123,TAKA,Rubber V Belt TAKA B123,CR.BT.123.TA,312.4,401039,TAKA tr?n B123,,40
